offline_datapoint_9 1675207176 68,554
offline_datapoint_3 1675207176 67,543
offline_datapoint_21 1675207178 767,000
offline_datapoint_2 1675207176 561,965
offline_datapoint_12 1675207176 3003,205
offline_datapoint_17 1675207176 40,697
offline_datapoint_7 1675207176 26,929
offline_datapoint_5 1675207176 53,260
offline_datapoint_19 1675207176 0,000
offline_datapoint_10 1675207176 53,260
offline_datapoint_16 1675207178 0,000
offline_datapoint_11 1675207176 27,108
offline_datapoint_1 1675207176 252,444
offline_datapoint_15 1675207176 279,551
offline_datapoint_8 1675207176 28,621
offline_datapoint_18 1675207176 101,791
offline_datapoint_22 1675207176 17,177
offline_datapoint_13 1675207176 0,009
offline_datapoint_4 1675207176 0,025
offline_datapoint_20 1675207177 2,796
offline_datapoint_14 1675207177 0,271
offline_datapoint_0 1675207177 2,524
offline_datapoint_6 1675207179 3,000
offline_datapoint_9 1675207179 68,554
offline_datapoint_3 1675207179 67,551
offline_datapoint_21 1675207180 768,000
offline_datapoint_2 1675207179 1621,636
offline_datapoint_12 1675207179 4657,676
offline_datapoint_17 1675207179 19,052
offline_datapoint_7 1675207179 12,967
offline_datapoint_5 1675207179 0,000
offline_datapoint_19 1675207179 0,000
offline_datapoint_10 1675207179 0,000
offline_datapoint_16 1675207180 0,000
offline_datapoint_11 1675207179 62,925
offline_datapoint_1 1675207179 1023,984
offline_datapoint_15 1675207179 1086,909
offline_datapoint_8 1675207179 46,778
offline_datapoint_18 1675207179 137,316
offline_datapoint_22 1675207179 0,792
offline_datapoint_13 1675207179 0,013
offline_datapoint_4 1675207179 0,075
offline_datapoint_20 1675207179 10,869
offline_datapoint_14 1675207179 0,629
offline_datapoint_0 1675207179 10,240
offline_datapoint_6 1675207180 1,000
offline_datapoint_9 1675207181 68,554
offline_datapoint_3 1675207181 67,758
offline_datapoint_21 1675207183 735,000
offline_datapoint_2 1675207181 183,869
offline_datapoint_12 1675207181 11770,271
offline_datapoint_17 1675207181 40,517
offline_datapoint_7 1675207181 15,325
offline_datapoint_5 1675207181 71,154
offline_datapoint_19 1675207181 0,000
offline_datapoint_10 1675207181 71,154
offline_datapoint_16 1675207183 1,000
offline_datapoint_11 1675207181 16,363
offline_datapoint_1 1675207181 200,289
offline_datapoint_15 1675207181 216,652
offline_datapoint_8 1675207181 49,542
offline_datapoint_18 1675207181 58,519
offline_datapoint_22 1675207181 35,286
offline_datapoint_13 1675207181 0,003
offline_datapoint_4 1675207181 0,034
offline_datapoint_20 1675207181 2,167
offline_datapoint_14 1675207181 0,164
offline_datapoint_0 1675207181 2,003
offline_datapoint_6 1675207183 0,000
offline_datapoint_9 1675207184 68,554
offline_datapoint_3 1675207184 68,426
offline_datapoint_21 1675207186 699,000
offline_datapoint_2 1675207184 119,932
offline_datapoint_12 1675207184 26264,783
offline_datapoint_17 1675207184 82,689
offline_datapoint_7 1675207184 39,829
offline_datapoint_5 1675207184 0,000
offline_datapoint_19 1675207184 0,000
offline_datapoint_10 1675207184 0,000
offline_datapoint_16 1675207186 0,000
offline_datapoint_11 1675207184 15,117
offline_datapoint_1 1675207184 46,448
offline_datapoint_15 1675207184 61,565
offline_datapoint_8 1675207184 59,300
offline_datapoint_18 1675207184 34,980
offline_datapoint_22 1675207184 49,302
offline_datapoint_13 1675207184 0,003
offline_datapoint_4 1675207184 0,013
offline_datapoint_20 1675207184 0,616
offline_datapoint_14 1675207184 0,151
offline_datapoint_0 1675207184 0,464
offline_datapoint_6 1675207186 1,000
offline_datapoint_9 1675207187 68,554
offline_datapoint_3 1675207187 68,627
offline_datapoint_21 1675207189 690,000
offline_datapoint_2 1675207187 961,396
offline_datapoint_12 1675207187 7273,505
offline_datapoint_17 1675207187 24,378
offline_datapoint_7 1675207187 9,143
offline_datapoint_5 1675207187 0,000
offline_datapoint_19 1675207187 0,000
offline_datapoint_10 1675207187 0,000
offline_datapoint_16 1675207189 0,000
offline_datapoint_11 1675207187 109,461
offline_datapoint_1 1675207187 292,138
offline_datapoint_15 1675207187 401,600
offline_datapoint_8 1675207187 37,118
offline_datapoint_18 1675207187 149,142
offline_datapoint_22 1675207187 0,809
offline_datapoint_13 1675207187 0,029
offline_datapoint_4 1675207187 0,020
offline_datapoint_20 1675207187 4,016
offline_datapoint_14 1675207187 1,095
offline_datapoint_0 1675207187 2,921
offline_datapoint_6 1675207189 4,000
offline_datapoint_9 1675207190 68,554
offline_datapoint_3 1675207190 68,808
offline_datapoint_21 1675207192 671,000
offline_datapoint_2 1675207190 710,846
offline_datapoint_12 1675207190 9037,664
offline_datapoint_17 1675207190 20,553
offline_datapoint_7 1675207190 8,740
offline_datapoint_5 1675207190 71,452
offline_datapoint_19 1675207190 0,000
offline_datapoint_10 1675207190 71,452
