973 1675561628 0,712785 0,200000 0,712785 0,712785 0,101613
976 1675561628 0,000594 0,800000 0,000418 0,000900 0,000000
973 1675561629 0,712785 0,200000 0,712785 0,712785 0,101613
976 1675561629 0,000594 0,800000 0,000418 0,000900 0,000000
973 1675561630 0,712785 0,200000 0,712785 0,712785 0,101613
976 1675561630 0,000594 0,800000 0,000418 0,000900 0,000000
976 1675561628 0,000428 0,200000 0,000428 0,000428 0,000000
976 1675561629 0,000428 0,200000 0,000428 0,000428 0,000000
976 1675561630 0,000428 0,200000 0,000428 0,000428 0,000000
973 1675561631 0,712785 0,200000 0,712785 0,712785 0,101613
976 1675561631 0,000560 1,000000 0,000418 0,000900 0,000000
973 1675561632 0,712785 0,200000 0,712785 0,712785 0,101613
976 1675561632 0,000560 1,000000 0,000418 0,000900 0,000000
979 1675561633 0,407197 0,200000 0,407197 0,407197 0,033162
979 1675561634 0,407197 0,200000 0,407197 0,407197 0,033162
979 1675561635 0,407197 0,200000 0,407197 0,407197 0,033162
979 1675561636 0,407197 0,200000 0,407197 0,407197 0,033162
979 1675561637 0,407197 0,200000 0,407197 0,407197 0,033162
973 1675561643 0,283070 0,200000 0,283070 0,283070 0,016026
997 1675561643 1,512981 0,200000 1,512981 1,512981 0,457822
973 1675561644 0,283070 0,200000 0,283070 0,283070 0,016026
997 1675561644 1,512981 0,200000 1,512981 1,512981 0,457822
973 1675561645 0,283070 0,200000 0,283070 0,283070 0,016026
997 1675561645 1,512981 0,200000 1,512981 1,512981 0,457822
976 1675561628 0,001356 0,200000 0,001356 0,001356 0,000000
976 1675561629 0,001356 0,200000 0,001356 0,001356 0,000000
976 1675561630 0,001356 0,200000 0,001356 0,001356 0,000000
976 1675561631 0,001356 0,200000 0,001356 0,001356 0,000000
976 1675561632 0,001356 0,200000 0,001356 0,001356 0,000000
973 1675561646 0,283070 0,200000 0,283070 0,283070 0,016026
997 1675561646 1,512981 0,200000 1,512981 1,512981 0,457822
973 1675561647 0,283070 0,200000 0,283070 0,283070 0,016026
997 1675561647 1,512981 0,200000 1,512981 1,512981 0,457822
1003 1675561648 0,226428 0,200000 0,226428 0,226428 0,010254
1000 1675561648 0,197759 0,200000 0,197759 0,197759 0,007822
1003 1675561649 0,226428 0,200000 0,226428 0,226428 0,010254
1000 1675561649 0,197759 0,200000 0,197759 0,197759 0,007822
1003 1675561650 0,226428 0,200000 0,226428 0,226428 0,010254
1000 1675561650 0,197759 0,200000 0,197759 0,197759 0,007822
1003 1675561651 0,226428 0,200000 0,226428 0,226428 0,010254
1000 1675561651 0,197759 0,200000 0,197759 0,197759 0,007822
1003 1675561652 0,226428 0,200000 0,226428 0,226428 0,010254
1000 1675561652 0,197759 0,200000 0,197759 0,197759 0,007822
1009 1675561653 0,165214 0,200000 0,165214 0,165214 0,005459
1006 1675561653 0,162298 0,200000 0,162298 0,162298 0,005268
1009 1675561654 0,165214 0,200000 0,165214 0,165214 0,005459
1006 1675561654 0,162298 0,200000 0,162298 0,162298 0,005268
1006 1675561655 0,162298 0,200000 0,162298 0,162298 0,005268
1009 1675561655 0,165214 0,200000 0,165214 0,165214 0,005459
1009 1675561656 0,165214 0,200000 0,165214 0,165214 0,005459
1006 1675561656 0,162298 0,200000 0,162298 0,162298 0,005268
1009 1675561657 0,165214 0,200000 0,165214 0,165214 0,005459
1006 1675561657 0,162298 0,200000 0,162298 0,162298 0,005268
973 1675561658 0,288279 0,200000 0,288279 0,288279 0,016621
1015 1675561658 0,168098 0,200000 0,168098 0,168098 0,005651
1018 1675561658 15,961361 0,200000 15,961361 15,961361 50,953010
1021 1675561658 0,281671 0,200000 0,281671 0,281671 0,015868
1012 1675561658 15,961593 0,200000 15,961593 15,961593 50,954491
