offline_datapoint_9 1675374445 68,153
offline_datapoint_3 1675374445 71,248
offline_datapoint_21 1675374448 725,000
offline_datapoint_2 1675374445 287,553
offline_datapoint_12 1675374445 4612,398
offline_datapoint_17 1675374445 31,018
offline_datapoint_7 1675374445 19,231
offline_datapoint_5 1675374445 1541,844
offline_datapoint_19 1675374445 826,841
offline_datapoint_10 1675374445 715,003
offline_datapoint_16 1675374448 0,000
offline_datapoint_11 1675374445 7,114
offline_datapoint_1 1675374445 67,203
offline_datapoint_15 1675374445 74,317
offline_datapoint_8 1675374445 11,741
offline_datapoint_18 1675374445 51,143
offline_datapoint_22 1675374445 49,830
offline_datapoint_13 1675374445 0,006
offline_datapoint_4 1675374445 0,013
offline_datapoint_20 1675374445 0,743
offline_datapoint_14 1675374445 0,071
offline_datapoint_0 1675374445 0,672
offline_datapoint_6 1675374448 2,000
offline_datapoint_9 1675374448 68,153
offline_datapoint_3 1675374448 71,295
offline_datapoint_21 1675374449 730,000
offline_datapoint_2 1675374448 2042,179
offline_datapoint_12 1675374448 2118,007
offline_datapoint_17 1675374448 19,017
offline_datapoint_7 1675374448 3,223
offline_datapoint_5 1675374448 336,554
offline_datapoint_19 1675374448 0,000
offline_datapoint_10 1675374448 336,554
offline_datapoint_16 1675374449 0,000
offline_datapoint_11 1675374448 51,598
offline_datapoint_1 1675374448 926,295
offline_datapoint_15 1675374448 977,893
offline_datapoint_8 1675374448 30,124
offline_datapoint_18 1675374448 140,231
offline_datapoint_22 1675374448 19,104
offline_datapoint_13 1675374448 0,017
offline_datapoint_4 1675374448 0,067
offline_datapoint_20 1675374448 9,779
offline_datapoint_14 1675374448 0,516
offline_datapoint_0 1675374448 9,263
offline_datapoint_6 1675374449 46,000
offline_datapoint_9 1675374450 68,153
offline_datapoint_3 1675374450 71,271
offline_datapoint_21 1675374452 729,000
offline_datapoint_2 1675374450 2347,471
offline_datapoint_12 1675374450 947,774
offline_datapoint_17 1675374450 8,777
offline_datapoint_7 1675374450 1,170
offline_datapoint_5 1675374450 197,009
offline_datapoint_19 1675374450 0,000
offline_datapoint_10 1675374450 197,009
offline_datapoint_16 1675374452 0,000
offline_datapoint_11 1675374450 34,121
offline_datapoint_1 1675374450 20444,721
offline_datapoint_15 1675374450 20478,841
offline_datapoint_8 1675374450 6,656
offline_datapoint_18 1675374450 253,916
offline_datapoint_22 1675374450 0,266
offline_datapoint_13 1675374450 0,051
offline_datapoint_4 1675374450 0,805
offline_datapoint_20 1675374450 204,788
offline_datapoint_14 1675374450 0,341
offline_datapoint_0 1675374450 204,447
offline_datapoint_6 1675374452 1,000
offline_datapoint_9 1675374453 68,153
offline_datapoint_3 1675374453 71,718
offline_datapoint_21 1675374455 688,000
offline_datapoint_2 1675374453 435,284
offline_datapoint_12 1675374453 19291,490
offline_datapoint_17 1675374453 63,630
offline_datapoint_7 1675374453 23,121
offline_datapoint_5 1675374453 701,309
offline_datapoint_19 1675374453 199,519
offline_datapoint_10 1675374453 501,790
offline_datapoint_16 1675374455 4,000
offline_datapoint_11 1675374453 8,009
offline_datapoint_1 1675374453 560,731
offline_datapoint_15 1675374453 568,741
offline_datapoint_8 1675374453 31,258
offline_datapoint_18 1675374453 37,909
offline_datapoint_22 1675374453 58,722
offline_datapoint_13 1675374453 0,003
offline_datapoint_4 1675374453 0,148
offline_datapoint_20 1675374453 5,687
offline_datapoint_14 1675374453 0,080
offline_datapoint_0 1675374453 5,607
offline_datapoint_6 1675374455 0,000
offline_datapoint_9 1675374456 68,153
offline_datapoint_3 1675374456 71,853
offline_datapoint_21 1675374458 683,000
offline_datapoint_2 1675374456 450,573
offline_datapoint_12 1675374456 6950,934
offline_datapoint_17 1675374456 24,733
offline_datapoint_7 1675374456 12,675
offline_datapoint_5 1675374456 11523,231
offline_datapoint_19 1675374456 3746,413
offline_datapoint_10 1675374456 7776,818
offline_datapoint_16 1675374458 0,000
offline_datapoint_11 1675374456 2,174
offline_datapoint_1 1675374456 89,140
offline_datapoint_15 1675374456 91,314
offline_datapoint_8 1675374456 23,415
offline_datapoint_18 1675374456 60,210
offline_datapoint_22 1675374456 54,237
offline_datapoint_13 1675374456 0,001
offline_datapoint_4 1675374456 0,015
offline_datapoint_20 1675374456 0,913
offline_datapoint_14 1675374456 0,022
offline_datapoint_0 1675374456 0,891
offline_datapoint_6 1675374458 0,000
offline_datapoint_9 1675374459 68,153
offline_datapoint_3 1675374459 71,845
offline_datapoint_21 1675374461 683,000
offline_datapoint_2 1675374459 0,000
offline_datapoint_12 1675374459 196,542
offline_datapoint_17 1675374459 3,282
offline_datapoint_7 1675374459 1,170
offline_datapoint_5 1675374459 297,973
offline_datapoint_19 1675374459 60,858
offline_datapoint_10 1675374459 237,115
offline_datapoint_16 1675374461 0,000
offline_datapoint_11 1675374459 0,242
offline_datapoint_1 1675374459 0,000
offline_datapoint_15 1675374459 0,242
offline_datapoint_8 1675374459 6,984
offline_datapoint_18 1675374459 0,000
offline_datapoint_22 1675374459 97,855
offline_datapoint_13 1675374459 0,000
offline_datapoint_4 1675374459 0,000
offline_datapoint_20 1675374459 0,002
offline_datapoint_14 1675374459 0,002
offline_datapoint_0 1675374459 0,000
offline_datapoint_6 1675374461 0,000
offline_datapoint_9 1675374462 68,153
offline_datapoint_3 1675374462 71,816
offline_datapoint_21 1675374464 681,000
offline_datapoint_2 1675374462 15,648
offline_datapoint_12 1675374462 3143,338
offline_datapoint_17 1675374462 10,928
offline_datapoint_7 1675374462 5,461
offline_datapoint_5 1675374462 845,681
offline_datapoint_19 1675374462 460,131
offline_datapoint_10 1675374462 385,551
offline_datapoint_16 1675374464 0,000
offline_datapoint_11 1675374462 2,126
offline_datapoint_1 1675374462 3,770
offline_datapoint_15 1675374462 5,895
offline_datapoint_8 1675374462 16,314
offline_datapoint_18 1675374462 3,329
offline_datapoint_22 1675374462 92,395
offline_datapoint_13 1675374462 0,001
offline_datapoint_4 1675374462 0,011
offline_datapoint_20 1675374462 0,059
offline_datapoint_14 1675374462 0,021
offline_datapoint_0 1675374462 0,038
offline_datapoint_6 1675374464 0,000
offline_datapoint_9 1675374465 68,153
offline_datapoint_3 1675374465 71,851
offline_datapoint_21 1675374467 681,000
offline_datapoint_2 1675374465 3,682
offline_datapoint_12 1675374465 1089,864
offline_datapoint_17 1675374465 7,192
offline_datapoint_7 1675374465 3,399
offline_datapoint_5 1675374465 1113,964
offline_datapoint_19 1675374465 487,694
offline_datapoint_10 1675374465 626,270
offline_datapoint_16 1675374467 0,000
offline_datapoint_11 1675374465 0,687
offline_datapoint_1 1675374465 2,499
offline_datapoint_15 1675374465 3,186
offline_datapoint_8 1675374465 16,736
offline_datapoint_18 1675374465 1,674
offline_datapoint_22 1675374465 92,715
offline_datapoint_13 1675374465 0,000
offline_datapoint_4 1675374465 0,015
offline_datapoint_20 1675374465 0,032
offline_datapoint_14 1675374465 0,007
offline_datapoint_0 1675374465 0,025
offline_datapoint_6 1675374467 0,000
offline_datapoint_9 1675374468 68,153
offline_datapoint_3 1675374468 71,838
offline_datapoint_21 1675374470 681,000
offline_datapoint_2 1675374468 16,966
offline_datapoint_12 1675374468 2892,512
offline_datapoint_17 1675374468 9,964
offline_datapoint_7 1675374468 5,846
offline_datapoint_5 1675374468 224,881
