713 1675462107 0,000000 0,000000 -101,000000 0,000000 0,000000
713 1675462108 0,000000 0,000000 -101,000000 0,000000 0,000000
713 1675462109 0,000000 0,000000 -101,000000 0,000000 0,000000
713 1675462110 0,000000 0,000000 -101,000000 0,000000 0,000000
713 1675462111 0,000000 0,000000 -101,000000 0,000000 0,000000
713 1675462112 0,000000 0,000000 -101,000000 0,000000 0,000000
713 1675462113 0,000000 0,000000 -101,000000 0,000000 0,000000
713 1675462114 0,000000 0,000000 -101,000000 0,000000 0,000000
713 1675462115 0,000000 0,000000 -101,000000 0,000000 0,000000
713 1675462116 0,000000 0,000000 -101,000000 0,000000 0,000000
713 1675462117 0,000000 0,000000 -101,000000 0,000000 0,000000
713 1675462118 0,000000 0,000000 -101,000000 0,000000 0,000000
713 1675462119 0,000000 0,000000 -101,000000 0,000000 0,000000
713 1675462120 0,000000 0,000000 -101,000000 0,000000 0,000000
713 1675462121 3,000000 0,200000 0,600000 0,600000 -20,200000
713 1675462122 3,000000 0,200000 1,200000 1,200000 -20,200000
713 1675462123 3,000000 0,200000 1,800000 1,800000 -20,200000
713 1675462124 3,000000 0,200000 2,400000 2,400000 -20,200000
713 1675462125 3,000000 0,200000 3,000000 3,000000 -20,200000
713 1675462126 1,500000 0,400000 3,600000 3,600000 -20,200000
713 1675462127 1,500000 0,400000 4,200000 4,200000 -20,200000
713 1675462128 1,500000 0,400000 4,800000 4,800000 -20,200000
713 1675462129 1,500000 0,400000 5,400000 5,400000 -20,200000
713 1675462130 1,500000 0,400000 6,000000 6,000000 -20,200000
713 1675462131 -0,666667 0,600000 5,600000 5,600000 -20,200000
713 1675462132 -0,666667 0,600000 5,200000 5,200000 -20,200000
713 1675462133 -0,666667 0,600000 4,800000 4,800000 -20,200000
713 1675462134 -0,666667 0,600000 4,400000 4,400000 -20,200000
713 1675462135 -0,666667 0,600000 4,000000 4,000000 -20,200000
713 1675462136 0,000000 1,000000 4,000000 4,000000 -20,200000
713 1675462137 0,000000 1,000000 4,000000 4,000000 -20,200000
713 1675462138 0,000000 1,000000 4,000000 4,000000 -20,200000
713 1675462139 0,000000 1,000000 4,000000 4,000000 -20,200000
713 1675462140 0,000000 1,000000 4,000000 4,000000 -20,200000
713 1675462141 0,000000 1,200000 4,000000 4,000000 -20,200000
713 1675462142 0,000000 1,200000 4,000000 4,000000 -20,200000
713 1675462143 0,000000 1,200000 4,000000 4,000000 -20,200000
713 1675462144 0,000000 1,200000 4,000000 4,000000 -20,200000
713 1675462145 0,000000 1,200000 4,000000 4,000000 -20,200000
713 1675462146 0,444444 1,800000 4,800000 4,800000 -20,200000
713 1675462147 0,444444 1,800000 5,600000 5,600000 -20,200000
713 1675462148 0,444444 1,800000 6,400000 6,400000 -20,200000
713 1675462149 0,444444 1,800000 7,200000 7,200000 -20,200000
713 1675462150 0,444444 1,800000 8,000000 8,000000 -20,200000
713 1675462151 0,250000 2,400000 8,600000 8,600000 -20,200000
713 1675462152 0,250000 2,400000 9,200000 9,200000 -20,200000
713 1675462153 0,250000 2,400000 9,800000 9,800000 -20,200000
713 1675462154 0,250000 2,400000 10,400000 10,400000 -20,200000
713 1675462155 0,250000 2,400000 11,000000 11,000000 -20,200000
713 1675462156 0,230769 2,600000 11,600000 11,600000 -20,200000
713 1675462157 0,230769 2,600000 12,200000 12,200000 -20,200000
713 1675462158 0,230769 2,600000 12,800000 12,800000 -20,200000
713 1675462159 0,230769 2,600000 13,400000 13,400000 -20,200000
713 1675462160 0,230769 2,600000 14,000000 14,000000 -20,200000
713 1675462161 -0,266667 3,000000 13,200000 13,200000 -20,200000
713 1675462162 -0,266667 3,000000 12,400000 12,400000 -20,200000
713 1675462163 -0,266667 3,000000 11,600000 11,600000 -20,200000
713 1675462164 -0,266667 3,000000 10,800000 10,800000 -20,200000
713 1675462165 -0,266667 3,000000 10,000000 10,000000 -20,200000
713 1675462166 0,187500 3,200000 10,600000 10,600000 -20,200000
713 1675462167 0,187500 3,200000 11,200000 11,200000 -20,200000
713 1675462168 0,187500 3,200000 11,800000 11,800000 -20,200000
713 1675462169 0,187500 3,200000 12,400000 12,400000 -20,200000
713 1675462170 0,187500 3,200000 13,000000 13,000000 -20,200000
713 1675462171 0,117647 3,400000 13,400000 13,400000 -20,200000
713 1675462172 0,117647 3,400000 13,800000 13,800000 -20,200000
713 1675462173 0,117647 3,400000 14,200000 14,200000 -20,200000
713 1675462174 0,117647 3,400000 14,600000 14,600000 -20,200000
713 1675462175 0,117647 3,400000 15,000000 15,000000 -20,200000
713 1675462176 -0,055556 3,600000 14,800000 14,800000 -20,200000
713 1675462177 -0,055556 3,600000 14,600000 14,600000 -20,200000
713 1675462178 -0,055556 3,600000 14,400000 14,400000 -20,200000
713 1675462179 -0,055556 3,600000 14,200000 14,200000 -20,200000
713 1675462180 -0,055556 3,600000 14,000000 14,000000 -20,200000
713 1675462181 0,047619 4,200000 14,200000 14,200000 -20,200000
713 1675462182 0,047619 4,200000 14,400000 14,400000 -20,200000
713 1675462183 0,047619 4,200000 14,600000 14,600000 -20,200000
713 1675462184 0,047619 4,200000 14,800000 14,800000 -20,200000
713 1675462185 0,047619 4,200000 15,000000 15,000000 -20,200000
713 1675462186 0,291667 4,800000 16,400000 16,400000 -20,200000
713 1675462187 0,291667 4,800000 17,800000 17,800000 -20,200000
713 1675462188 0,291667 4,800000 19,200000 19,200000 -20,200000
713 1675462189 0,291667 4,800000 20,600000 20,600000 -20,200000
713 1675462190 0,291667 4,800000 22,000000 22,000000 -20,200000
713 1675462191 -0,153846 5,200000 21,200000 21,200000 -20,200000
713 1675462192 -0,153846 5,200000 20,400000 20,400000 -20,200000
713 1675462193 -0,153846 5,200000 19,600000 19,600000 -20,200000
713 1675462194 -0,153846 5,200000 18,800000 18,800000 -20,200000
713 1675462195 -0,153846 5,200000 18,000000 18,000000 -20,200000
713 1675462196 -0,103448 5,800000 17,400000 17,400000 -20,200000
713 1675462197 -0,103448 5,800000 16,800000 16,800000 -20,200000
713 1675462198 -0,103448 5,800000 16,200000 16,200000 -20,200000
713 1675462199 -0,103448 5,800000 15,600000 15,600000 -20,200000
713 1675462200 -0,103448 5,800000 15,000000 15,000000 -20,200000
713 1675462201 0,129032 6,200000 15,800000 15,800000 -20,200000
713 1675462202 0,129032 6,200000 16,600000 16,600000 -20,200000
713 1675462203 0,129032 6,200000 17,400000 17,400000 -20,200000
713 1675462204 0,129032 6,200000 18,200000 18,200000 -20,200000
713 1675462205 0,129032 6,200000 19,000000 19,000000 -20,200000
713 1675462206 0,027778 7,200000 19,200000 19,200000 -20,200000
713 1675462207 0,027778 7,200000 19,400000 19,400000 -20,200000
713 1675462208 0,027778 7,200000 19,600000 19,600000 -20,200000
713 1675462209 0,027778 7,200000 19,800000 19,800000 -20,200000
713 1675462210 0,027778 7,200000 20,000000 20,000000 -20,200000
713 1675462211 -0,046512 8,600000 19,600000 19,600000 -20,200000
713 1675462212 -0,046512 8,600000 19,200000 19,200000 -20,200000
713 1675462213 -0,046512 8,600000 18,800000 18,800000 -20,200000
713 1675462214 -0,046512 8,600000 18,400000 18,400000 -20,200000
713 1675462215 -0,046512 8,600000 18,000000 18,000000 -20,200000
713 1675462216 -0,083333 9,600000 17,200000 17,200000 -20,200000
713 1675462217 -0,083333 9,600000 16,400000 16,400000 -20,200000
713 1675462218 -0,083333 9,600000 15,600000 15,600000 -20,200000
713 1675462219 -0,083333 9,600000 14,800000 14,800000 -20,200000
713 1675462220 -0,083333 9,600000 14,000000 14,000000 -20,200000
713 1675462221 0,000000 9,600000 14,000000 14,000000 -20,200000
713 1675462222 0,000000 9,600000 14,000000 14,000000 -20,200000
713 1675462223 0,000000 9,600000 14,000000 14,000000 -20,200000
713 1675462224 0,000000 9,600000 14,000000 14,000000 -20,200000
713 1675462225 0,000000 9,600000 14,000000 14,000000 -20,200000
713 1675462226 0,080000 10,000000 14,800000 14,800000 -20,200000
713 1675462227 0,080000 10,000000 15,600000 15,600000 -20,200000
713 1675462228 0,080000 10,000000 16,400000 16,400000 -20,200000
713 1675462229 0,080000 10,000000 17,200000 17,200000 -20,200000
713 1675462230 0,080000 10,000000 18,000000 18,000000 -20,200000
713 1675462231 0,000000 10,200000 18,000000 18,000000 -20,200000
713 1675462232 0,000000 10,200000 18,000000 18,000000 -20,200000
713 1675462233 0,000000 10,200000 18,000000 18,000000 -20,200000
713 1675462234 0,000000 10,200000 18,000000 18,000000 -20,200000
713 1675462235 0,000000 10,200000 18,000000 18,000000 -20,200000
713 1675462236 0,056604 10,600000 18,600000 18,600000 -20,200000
713 1675462237 0,056604 10,600000 19,200000 19,200000 -20,200000
713 1675462238 0,056604 10,600000 19,800000 19,800000 -20,200000
713 1675462239 0,056604 10,600000 20,400000 20,400000 -20,200000
713 1675462240 0,056604 10,600000 21,000000 21,000000 -20,200000
713 1675462241 0,105263 11,400000 22,200000 22,200000 -20,200000
713 1675462242 0,105263 11,400000 23,400000 23,400000 -20,200000
713 1675462243 0,105263 11,400000 24,600000 24,600000 -20,200000
713 1675462244 0,105263 11,400000 25,800000 25,800000 -20,200000
713 1675462245 0,105263 11,400000 27,000000 27,000000 -20,200000
713 1675462246 0,196721 12,200000 29,400000 29,400000 -20,200000
713 1675462247 0,196721 12,200000 31,800000 31,800000 -20,200000
713 1675462248 0,196721 12,200000 34,200000 34,200000 -20,200000
713 1675462249 0,196721 12,200000 36,600000 36,600000 -20,200000
713 1675462250 0,196721 12,200000 39,000000 39,000000 -20,200000
