382 1675365079 0,800000 -1,000000 -101,000000 0,000000 0,000000
382 1675365080 0,800000 -1,000000 -101,000000 0,000000 0,000000
382 1675365081 0,800000 -1,000000 -101,000000 0,000000 0,000000
382 1675365082 0,800000 -1,000000 -101,000000 0,000000 0,000000
382 1675365083 0,800000 -1,000000 -101,000000 0,000000 0,000000
382 1675365084 0,200000 -1,000000 -101,000000 0,000000 0,000000
382 1675365079 0,200000 -1,000000 0,200000 0,200000 0,008000
382 1675365080 0,200000 -1,000000 0,200000 0,200000 0,008000
382 1675365081 0,200000 -1,000000 0,200000 0,200000 0,008000
382 1675365082 0,200000 -1,000000 0,200000 0,200000 0,008000
382 1675365083 0,200000 -1,000000 0,200000 0,200000 0,008000
382 1675365085 0,200000 -1,000000 -101,000000 0,000000 0,000000
382 1675365086 0,200000 -1,000000 -101,000000 0,000000 0,000000
382 1675365087 0,200000 -1,000000 -101,000000 0,000000 0,000000
382 1675365088 0,200000 -1,000000 -101,000000 0,000000 0,000000
382 1675365089 0,200000 -1,000000 -101,000000 0,000000 0,000000
382 1675365090 0,200000 -1,000000 -101,000000 0,000000 0,000000
382 1675365091 0,200000 -1,000000 -101,000000 0,000000 0,000000
382 1675365092 0,200000 -1,000000 -101,000000 0,000000 0,000000
382 1675365093 0,200000 -1,000000 -101,000000 0,000000 0,000000
382 1675365094 0,200000 -1,000000 -101,000000 0,000000 0,000000
382 1675365095 0,200000 -1,000000 -101,000000 0,000000 0,000000
382 1675365096 0,200000 -1,000000 -101,000000 0,000000 0,000000
382 1675365097 0,200000 -1,000000 -101,000000 0,000000 0,000000
382 1675365098 0,200000 -1,000000 -101,000000 0,000000 0,000000
382 1675365099 0,400000 -1,000000 -101,000000 0,000000 0,000000
382 1675365079 0,200000 -1,000000 0,200000 0,200000 0,008000
382 1675365080 0,200000 -1,000000 0,200000 0,200000 0,008000
382 1675365081 0,200000 -1,000000 0,200000 0,200000 0,008000
382 1675365082 0,200000 -1,000000 0,200000 0,200000 0,008000
382 1675365083 0,200000 -1,000000 0,200000 0,200000 0,008000
382 1675365100 0,400000 -1,000000 -101,000000 0,000000 0,000000
382 1675365101 0,400000 -1,000000 -101,000000 0,000000 0,000000
382 1675365102 0,400000 -1,000000 -101,000000 0,000000 0,000000
382 1675365103 0,400000 -1,000000 -101,000000 0,000000 0,000000
382 1675365104 0,400000 -1,000000 -101,000000 0,000000 0,000000
382 1675365105 0,400000 -1,000000 -101,000000 0,000000 0,000000
382 1675365106 0,400000 -1,000000 -101,000000 0,000000 0,000000
382 1675365107 0,400000 -1,000000 -101,000000 0,000000 0,000000
382 1675365108 0,400000 -1,000000 -101,000000 0,000000 0,000000
382 1675365109 0,400000 -1,000000 -101,000000 0,000000 0,000000
382 1675365110 0,400000 -1,000000 -101,000000 0,000000 0,000000
382 1675365111 0,400000 -1,000000 -101,000000 0,000000 0,000000
382 1675365112 0,400000 -1,000000 -101,000000 0,000000 0,000000
382 1675365113 0,400000 -1,000000 -101,000000 0,000000 0,000000
382 1675365114 0,800000 -1,000000 -101,000000 0,000000 0,000000
382 1675365079 0,200000 -1,000000 0,200000 0,200000 0,008000
382 1675365080 0,200000 -1,000000 0,200000 0,200000 0,008000
382 1675365081 0,200000 -1,000000 0,200000 0,200000 0,008000
382 1675365082 0,200000 -1,000000 0,200000 0,200000 0,008000
382 1675365083 0,200000 -1,000000 0,200000 0,200000 0,008000
382 1675365115 0,800000 -1,000000 -101,000000 0,000000 0,000000
382 1675365116 0,800000 -1,000000 -101,000000 0,000000 0,000000
382 1675365117 0,800000 -1,000000 -101,000000 0,000000 0,000000
382 1675365118 0,800000 -1,000000 -101,000000 0,000000 0,000000
382 1675365119 0,400000 -1,000000 -101,000000 0,000000 0,000000
382 1675365120 0,400000 -1,000000 -101,000000 0,000000 0,000000
382 1675365121 0,400000 -1,000000 -101,000000 0,000000 0,000000
382 1675365122 0,400000 -1,000000 -101,000000 0,000000 0,000000
382 1675365123 0,400000 -1,000000 -101,000000 0,000000 0,000000
382 1675365124 0,800000 -1,000000 -101,000000 0,000000 0,000000
382 1675365125 0,800000 -1,000000 -101,000000 0,000000 0,000000
382 1675365126 0,800000 -1,000000 -101,000000 0,000000 0,000000
382 1675365127 0,800000 -1,000000 -101,000000 0,000000 0,000000
382 1675365128 0,800000 -1,000000 -101,000000 0,000000 0,000000
382 1675365129 0,800000 -1,000000 -101,000000 0,000000 0,000000
382 1675365079 0,200000 -1,000000 0,200000 0,200000 0,008000
382 1675365080 0,200000 -1,000000 0,200000 0,200000 0,008000
382 1675365081 0,200000 -1,000000 0,200000 0,200000 0,008000
382 1675365082 0,200000 -1,000000 0,200000 0,200000 0,008000
382 1675365083 0,200000 -1,000000 0,200000 0,200000 0,008000
382 1675365130 0,800000 -1,000000 -101,000000 0,000000 0,000000
382 1675365131 0,800000 -1,000000 -101,000000 0,000000 0,000000
382 1675365132 0,800000 -1,000000 -101,000000 0,000000 0,000000
382 1675365133 0,800000 -1,000000 -101,000000 0,000000 0,000000
382 1675365134 0,200000 -1,000000 -101,000000 0,000000 0,000000
382 1675365135 0,200000 -1,000000 -101,000000 0,000000 0,000000
382 1675365136 0,200000 -1,000000 -101,000000 0,000000 0,000000
382 1675365137 0,200000 -1,000000 -101,000000 0,000000 0,000000
382 1675365138 0,200000 -1,000000 -101,000000 0,000000 0,000000
382 1675365144 0,400000 -1,000000 -101,000000 0,000000 0,000000
382 1675365079 0,200000 -1,000000 0,200000 0,200000 0,008000
382 1675365080 0,200000 -1,000000 0,200000 0,200000 0,008000
382 1675365081 0,200000 -1,000000 0,200000 0,200000 0,008000
382 1675365082 0,200000 -1,000000 0,200000 0,200000 0,008000
382 1675365083 0,200000 -1,000000 0,200000 0,200000 0,008000
382 1675365145 0,400000 -1,000000 -101,000000 0,000000 0,000000
382 1675365146 0,400000 -1,000000 -101,000000 0,000000 0,000000
382 1675365147 0,400000 -1,000000 -101,000000 0,000000 0,000000
382 1675365148 0,400000 -1,000000 -101,000000 0,000000 0,000000
382 1675365149 0,400000 -1,000000 -101,000000 0,000000 0,000000
382 1675365150 0,400000 -1,000000 -101,000000 0,000000 0,000000
382 1675365151 0,400000 -1,000000 -101,000000 0,000000 0,000000
382 1675365152 0,400000 -1,000000 -101,000000 0,000000 0,000000
382 1675365153 0,400000 -1,000000 -101,000000 0,000000 0,000000
382 1675365154 0,400000 -1,000000 -101,000000 0,000000 0,000000
382 1675365155 0,400000 -1,000000 -101,000000 0,000000 0,000000
382 1675365156 0,400000 -1,000000 -101,000000 0,000000 0,000000
382 1675365157 0,400000 -1,000000 -101,000000 0,000000 0,000000
382 1675365158 0,400000 -1,000000 -101,000000 0,000000 0,000000
382 1675365159 0,600000 -1,000000 -101,000000 0,000000 0,000000
382 1675365079 0,200000 -1,000000 0,200000 0,200000 0,008000
382 1675365080 0,200000 -1,000000 0,200000 0,200000 0,008000
382 1675365081 0,200000 -1,000000 0,200000 0,200000 0,008000
382 1675365082 0,200000 -1,000000 0,200000 0,200000 0,008000
382 1675365083 0,200000 -1,000000 0,200000 0,200000 0,008000
382 1675365160 0,600000 -1,000000 -101,000000 0,000000 0,000000
382 1675365161 0,600000 -1,000000 -101,000000 0,000000 0,000000
382 1675365162 0,600000 -1,000000 -101,000000 0,000000 0,000000
382 1675365163 0,600000 -1,000000 -101,000000 0,000000 0,000000
382 1675365164 0,600000 -1,000000 -101,000000 0,000000 0,000000
382 1675365165 0,600000 -1,000000 -101,000000 0,000000 0,000000
382 1675365166 0,600000 -1,000000 -101,000000 0,000000 0,000000
382 1675365167 0,600000 -1,000000 -101,000000 0,000000 0,000000
382 1675365168 0,600000 -1,000000 -101,000000 0,000000 0,000000
382 1675365169 0,600000 -1,000000 -101,000000 0,000000 0,000000
382 1675365170 0,600000 -1,000000 -101,000000 0,000000 0,000000
382 1675365171 0,600000 -1,000000 -101,000000 0,000000 0,000000
382 1675365172 0,600000 -1,000000 -101,000000 0,000000 0,000000
382 1675365173 0,600000 -1,000000 -101,000000 0,000000 0,000000
382 1675365174 1,400000 -1,000000 -101,000000 0,000000 0,000000
382 1675365175 1,400000 -1,000000 -101,000000 0,000000 0,000000
382 1675365176 1,400000 -1,000000 -101,000000 0,000000 0,000000
382 1675365177 1,400000 -1,000000 -101,000000 0,000000 0,000000
382 1675365178 1,400000 -1,000000 -101,000000 0,000000 0,000000
382 1675365179 1,600000 -1,000000 -101,000000 0,000000 0,000000
382 1675365180 1,600000 -1,000000 -101,000000 0,000000 0,000000
382 1675365181 1,600000 -1,000000 -101,000000 0,000000 0,000000
382 1675365182 1,600000 -1,000000 -101,000000 0,000000 0,000000
382 1675365183 1,600000 -1,000000 -101,000000 0,000000 0,000000
382 1675365184 0,800000 -1,000000 -101,000000 0,000000 0,000000
382 1675365185 0,800000 -1,000000 -101,000000 0,000000 0,000000
382 1675365186 0,800000 -1,000000 -101,000000 0,000000 0,000000
382 1675365187 0,800000 -1,000000 -101,000000 0,000000 0,000000
382 1675365188 0,800000 -1,000000 -101,000000 0,000000 0,000000
382 1675365189 0,800000 -1,000000 -101,000000 0,000000 0,000000
382 1675365190 0,800000 -1,000000 -101,000000 0,000000 0,000000
382 1675365191 0,800000 -1,000000 -101,000000 0,000000 0,000000
382 1675365192 0,800000 -1,000000 -101,000000 0,000000 0,000000
382 1675365193 0,800000 -1,000000 -101,000000 0,000000 0,000000
382 1675365194 0,200000 -1,000000 -101,000000 0,000000 0,000000
382 1675365195 0,200000 -1,000000 -101,000000 0,000000 0,000000
382 1675365196 0,200000 -1,000000 -101,000000 0,000000 0,000000
382 1675365197 0,200000 -1,000000 -101,000000 0,000000 0,000000
382 1675365198 0,200000 -1,000000 -101,000000 0,000000 0,000000
382 1675365199 0,200000 -1,000000 -101,000000 0,000000 0,000000
382 1675365200 0,200000 -1,000000 -101,000000 0,000000 0,000000
382 1675365201 0,200000 -1,000000 -101,000000 0,000000 0,000000
382 1675365202 0,200000 -1,000000 -101,000000 0,000000 0,000000
382 1675365203 0,200000 -1,000000 -101,000000 0,000000 0,000000
382 1675365204 1,200000 -1,000000 -101,000000 0,000000 0,000000
382 1675365205 1,200000 -1,000000 -101,000000 0,000000 0,000000
382 1675365206 1,200000 -1,000000 -101,000000 0,000000 0,000000
382 1675365207 1,200000 -1,000000 -101,000000 0,000000 0,000000
382 1675365208 1,200000 -1,000000 -101,000000 0,000000 0,000000
382 1675365209 0,600000 -1,000000 -101,000000 0,000000 0,000000
382 1675365210 0,600000 -1,000000 -101,000000 0,000000 0,000000
382 1675365211 0,600000 -1,000000 -101,000000 0,000000 0,000000
382 1675365212 0,600000 -1,000000 -101,000000 0,000000 0,000000
382 1675365213 0,600000 -1,000000 -101,000000 0,000000 0,000000
382 1675365214 0,800000 -1,000000 -101,000000 0,000000 0,000000
382 1675365215 0,800000 -1,000000 -101,000000 0,000000 0,000000
382 1675365216 0,800000 -1,000000 -101,000000 0,000000 0,000000
382 1675365217 0,800000 -1,000000 -101,000000 0,000000 0,000000
382 1675365218 0,800000 -1,000000 -101,000000 0,000000 0,000000
382 1675365219 1,400000 -1,000000 -101,000000 0,000000 0,000000
382 1675365220 1,400000 -1,000000 -101,000000 0,000000 0,000000
382 1675365221 1,400000 -1,000000 -101,000000 0,000000 0,000000
382 1675365222 1,400000 -1,000000 -101,000000 0,000000 0,000000
382 1675365223 1,400000 -1,000000 -101,000000 0,000000 0,000000
382 1675365224 0,800000 -1,000000 -101,000000 0,000000 0,000000
382 1675365225 0,800000 -1,000000 -101,000000 0,000000 0,000000
382 1675365226 0,800000 -1,000000 -101,000000 0,000000 0,000000
382 1675365227 0,800000 -1,000000 -101,000000 0,000000 0,000000
382 1675365228 0,800000 -1,000000 -101,000000 0,000000 0,000000
382 1675365229 0,800000 -1,000000 -101,000000 0,000000 0,000000
382 1675365230 0,800000 -1,000000 -101,000000 0,000000 0,000000
382 1675365231 0,800000 -1,000000 -101,000000 0,000000 0,000000
382 1675365232 0,800000 -1,000000 -101,000000 0,000000 0,000000
382 1675365233 0,800000 -1,000000 -101,000000 0,000000 0,000000
382 1675365234 1,000000 -1,000000 -101,000000 0,000000 0,000000
382 1675365235 1,000000 -1,000000 -101,000000 0,000000 0,000000
382 1675365236 1,000000 -1,000000 -101,000000 0,000000 0,000000
382 1675365237 1,000000 -1,000000 -101,000000 0,000000 0,000000
382 1675365238 1,000000 -1,000000 -101,000000 0,000000 0,000000
382 1675365239 1,400000 -1,000000 -101,000000 0,000000 0,000000
382 1675365240 1,400000 -1,000000 -101,000000 0,000000 0,000000
382 1675365241 1,400000 -1,000000 -101,000000 0,000000 0,000000
382 1675365242 1,400000 -1,000000 -101,000000 0,000000 0,000000
382 1675365243 1,400000 -1,000000 -101,000000 0,000000 0,000000
382 1675365244 1,600000 -1,000000 -101,000000 0,000000 0,000000
382 1675365245 1,600000 -1,000000 -101,000000 0,000000 0,000000
382 1675365246 1,600000 -1,000000 -101,000000 0,000000 0,000000
382 1675365247 1,600000 -1,000000 -101,000000 0,000000 0,000000
