905 1675561136 0,000000 0,000000 -101,000000 0,000000 0,000000
905 1675561137 0,000000 0,000000 -101,000000 0,000000 0,000000
905 1675561138 0,000000 0,000000 -101,000000 0,000000 0,000000
905 1675561139 0,000000 0,000000 -101,000000 0,000000 0,000000
905 1675561140 0,000000 0,000000 -101,000000 0,000000 0,000000
905 1675561141 0,000000 0,000000 -101,000000 0,000000 0,000000
905 1675561142 0,000000 0,000000 -101,000000 0,000000 0,000000
905 1675561143 0,000000 0,000000 -101,000000 0,000000 0,000000
905 1675561144 0,000000 0,000000 -101,000000 0,000000 0,000000
905 1675561145 3,000000 0,200000 0,600000 0,600000 -20,200000
905 1675561146 3,000000 0,200000 1,200000 1,200000 -20,200000
905 1675561147 3,000000 0,200000 1,800000 1,800000 -20,200000
905 1675561148 3,000000 0,200000 2,400000 2,400000 -20,200000
905 1675561149 3,000000 0,200000 3,000000 3,000000 -20,200000
905 1675561150 1,000000 0,400000 3,400000 3,400000 -20,200000
905 1675561151 1,000000 0,400000 3,800000 3,800000 -20,200000
905 1675561152 1,000000 0,400000 4,200000 4,200000 -20,200000
905 1675561153 1,000000 0,400000 4,600000 4,600000 -20,200000
905 1675561154 1,000000 0,400000 5,000000 5,000000 -20,200000
905 1675561155 -0,333333 0,600000 4,800000 4,800000 -20,200000
905 1675561156 -0,333333 0,600000 4,600000 4,600000 -20,200000
905 1675561157 -0,333333 0,600000 4,400000 4,400000 -20,200000
905 1675561158 -0,333333 0,600000 4,200000 4,200000 -20,200000
905 1675561159 -0,333333 0,600000 4,000000 4,000000 -20,200000
905 1675561160 0,000000 1,000000 4,000000 4,000000 -20,200000
905 1675561222 -8,000000 0,333333 0,000000 0,000000 3402,703704
905 1675561221 -8,000000 0,333333 2,666667 2,666667 3402,703704
905 1675561220 -8,000000 0,333333 5,333333 5,333333 3402,703704
905 1675561219 -3,000000 0,200000 8,000000 8,000000 2040,272000
905 1675561218 -3,000000 0,200000 8,600000 8,600000 2040,272000
905 1675561217 -3,000000 0,200000 9,200000 9,200000 2040,272000
905 1675561216 -3,000000 0,200000 9,800000 9,800000 2040,272000
905 1675561215 -3,000000 0,200000 10,400000 10,400000 2040,272000
905 1675561214 -3,000000 0,200000 11,000000 11,000000 2040,272000
905 1675561213 -3,000000 0,200000 11,600000 11,600000 2040,272000
905 1675561212 -3,000000 0,200000 12,200000 12,200000 2040,272000
905 1675561211 -3,000000 0,200000 12,800000 12,800000 2040,272000
905 1675561210 -3,000000 0,200000 13,400000 13,400000 2040,272000
905 1675561209 1,000000 0,200000 14,000000 14,000000 2040,208000
905 1675561208 1,000000 0,200000 13,800000 13,800000 2040,208000
905 1675561207 1,000000 0,200000 13,600000 13,600000 2040,208000
905 1675561206 1,000000 0,200000 13,400000 13,400000 2040,208000
905 1675561205 1,000000 0,200000 13,200000 13,200000 2040,208000
905 1675561204 -2,000000 0,200000 13,000000 13,000000 2040,232000
905 1675561203 -2,000000 0,200000 13,400000 13,400000 2040,232000
905 1675561202 -2,000000 0,200000 13,800000 13,800000 2040,232000
905 1675561201 -2,000000 0,200000 14,200000 14,200000 2040,232000
905 1675561200 -2,000000 0,200000 14,600000 14,600000 2040,232000
905 1675561199 3,000000 0,200000 15,000000 15,000000 2040,272000
905 1675561198 3,000000 0,200000 14,400000 14,400000 2040,272000
905 1675561197 3,000000 0,200000 13,800000 13,800000 2040,272000
905 1675561196 3,000000 0,200000 13,200000 13,200000 2040,272000
905 1675561195 3,000000 0,200000 12,600000 12,600000 2040,272000
905 1675561194 3,000000 0,200000 12,000000 12,000000 2040,272000
905 1675561193 3,000000 0,200000 11,400000 11,400000 2040,272000
905 1675561192 3,000000 0,200000 10,800000 10,800000 2040,272000
905 1675561191 3,000000 0,200000 10,200000 10,200000 2040,272000
905 1675561190 3,000000 0,200000 9,600000 9,600000 2040,272000
905 1675561189 -5,000000 0,200000 9,000000 9,000000 2040,400000
905 1675561188 -5,000000 0,200000 10,000000 10,000000 2040,400000
905 1675561187 -5,000000 0,200000 11,000000 11,000000 2040,400000
905 1675561186 -5,000000 0,200000 12,000000 12,000000 2040,400000
905 1675561185 -5,000000 0,200000 13,000000 13,000000 2040,400000
905 1675561184 3,000000 0,200000 14,000000 14,000000 2040,272000
905 1675561183 3,000000 0,200000 13,400000 13,400000 2040,272000
905 1675561182 3,000000 0,200000 12,800000 12,800000 2040,272000
